resource	entitiesCount	entitiesFound	entitiesRatio	entitiesPValue	entitiesFDR	interactorsCount	interactorsFound	interactorsRatio	entitiesAndInteractorsCount	entitiesAndInteractorsFound	reactionsCount	reactionsFound	reactionsRatio	path	entities	glycoPath	ctype
TOTAL	25	1	0.00169825419468786	0.0383387784112732	0.0937896165934602	58	0	0.00379289859708449	83	1	4	4	0.00030236601406002	RORA activates gene expression	RORA	O_mannose	PRAD
TOTAL	26	1	0.00176618436247538	0.0398427019574497	0.0937896165934602	167	0	0.00868253895718137	190	1	14	1	0.00105828104921007	Signaling by cytosolic FGFR1 fusion mutants	STAT3	O_mannose	PRAD
TOTAL	28	1	0.0019020446980504	0.0428438027092178	0.0937896165934602	129	0	0.0070374263126628	154	1	11	4	0.000831506538665054	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	STAT3	O_mannose	PRAD
TOTAL	29	1	0.00196997486583792	0.0443409863363962	0.0937896165934602	187	0	0.00941370013252296	206	1	56	26	0.00423312419684028	Interleukin-20 family signaling	STAT3	O_mannose	PRAD
TOTAL	29	1	0.00196997486583792	0.0443409863363962	0.0937896165934602	116	0	0.00635196271078006	139	1	28	2	0.00211656209842014	Growth hormone receptor signaling	STAT3	O_mannose	PRAD
TOTAL	31	1	0.00210583520141295	0.0473286361145739	0.0937896165934602	139	0	0.00735730932687474	161	1	34	6	0.00257011111951017	Interleukin-6 family signaling	STAT3	O_mannose	PRAD
TOTAL	31	1	0.00210583520141295	0.0473286361145739	0.0937896165934602	78	0	0.00484394278663803	106	1	17	2	0.00128505555975508	HDMs demethylate histones	KDM6B	O_mannose	PRAD
TOTAL	36	1	0.00244548604035052	0.054758724305908	0.0937896165934602	150	0	0.00822556322259288	180	1	26	3	0.00196537909139013	Interleukin-7 signaling	STAT3	O_mannose	PRAD
TOTAL	36	1	0.00244548604035052	0.054758724305908	0.0937896165934602	199	0	0.0105561394689942	231	1	14	1	0.00105828104921007	Interleukin-37 signaling	STAT3	O_mannose	PRAD
TOTAL	37	1	0.00251341620813803	0.0562380754836636	0.0937896165934602	301	0	0.0148060138006672	324	1	16	1	0.00120946405624008	Downstream signal transduction	STAT3	O_mannose	PRAD
TOTAL	40	1	0.00271720671150058	0.0606628531864217	0.0937896165934602	3	0	0.00196499565873052	43	1	2	1	0.00015118300703001	Association of TriC/CCT with target proteins during biosynthesis	STAT3	O_mannose	PRAD
TOTAL	40	1	0.00271720671150058	0.0606628531864217	0.0937896165934602	648	0	0.0308458620847233	675	1	25	2	0.00188978758787512	SUMOylation of intracellular receptors	RORA	O_mannose	PRAD
TOTAL	42	1	0.00285306704707561	0.0636016733945159	0.0937896165934602	130	0	0.00776858748800439	170	1	24	2	0.00181419608436012	Signaling by PDGFR in disease	STAT3	O_mannose	PRAD
TOTAL	43	1	0.00292099721486312	0.0650677834773732	0.0937896165934602	129	0	0.00772288991454554	169	1	26	4	0.00196537909139013	Signaling by KIT in disease	STAT3	O_mannose	PRAD
TOTAL	48	1	0.00326064805380069	0.0723654593006535	0.0937896165934602	170	0	0.00977928072019376	214	1	25	1	0.00188978758787512	FGFR1 mutant receptor activation	STAT3	O_mannose	PRAD
TOTAL	647	3	0.0439508185585218	0.0781002384309062	0.0937896165934602	2096	0	0.116071836585477	2540	3	493	84	0.0372666112328974	Signaling by Interleukins	RORA;STAT3;RORA	O_mannose	PRAD
TOTAL	52	1	0.00353236872495075	0.0781643381129501	0.0937896165934602	430	0	0.0208380934972353	456	1	59	12	0.00445989870738529	Interleukin-2 family signaling	STAT3	O_mannose	PRAD
TOTAL	58	1	0.00393994973167584	0.0867976865281366	0.0937896165934602	227	0	0.0126582278481013	277	1	35	1	0.00264570262302517	Signaling by FGFR1 in disease	STAT3	O_mannose	PRAD
TOTAL	61	1	0.00414374023503838	0.091085305187846	0.0937896165934602	305	0	0.0152172919617968	333	1	62	1	0.0046866732179303	Intrinsic Pathway for Apoptosis	STAT3	O_mannose	PRAD
TOTAL	700	3	0.0475511174512601	0.0937896165934602	0.0937896165934602	1231	0	0.0827126079605173	1810	3	230	6	0.0173860458084511	Cellular responses to stress	KDM6B;STAT3;KDM6B	O_mannose	PRAD
TOTAL	66	1	0.00448339107397595	0.0981885778229347	0.0981885778229347	346	0	0.0180505415162455	395	1	39	4	0.00294806863708519	Signaling by SCF-KIT	STAT3	O_mannose	PRAD
TOTAL	718	3	0.0487738604714354	0.0994044468800384	0.0994044468800384	1262	0	0.0848603939130832	1857	3	261	6	0.0197293824174163	Cellular responses to external stimuli	KDM6B;STAT3;KDM6B	O_mannose	PRAD
TOTAL	34	2	0.00230962570477549	0.000888628332118557	0.0741230767894951	99	0	0.00584928940273271	128	2	7	1	0.000529140524605034	ATF4 activates genes in response to endoplasmic reticulum  stress	ATF3;ATF3	HA_Synthesis	PRAD
TOTAL	42	2	0.00285306704707561	0.00134769230526355	0.0741230767894951	101	0	0.00621486999040351	136	2	11	1	0.000831506538665054	PERK regulates gene expression	ATF3;ATF3	HA_Synthesis	PRAD
TOTAL	18	3	0.00122274302017526	9.70368971742186e-06	0.000815109936263436	141	0	0.0069460311657451	152	3	9	6	0.000680323531635044	YAP1- and WWTR1 (TAZ)-stimulated gene expression	RUNX2;YAP1	CS_DS_Extend	PRAD
TOTAL	34	3	0.00230962570477549	6.38188340247314e-05	0.00203739181857188	237	0	0.0122926472604305	269	3	24	24	0.00181419608436012	RUNX2 regulates osteoblast differentiation	RUNX2;YAP1	CS_DS_Extend	PRAD
TOTAL	6	2	0.000407581006725087	8.69771065808989e-05	0.00203739181857188	18	0	0.00105104418955353	23	2	2	2	0.00015118300703001	RUNX2 regulates genes involved in differentiation of myeloid cells	RUNX2	CS_DS_Extend	PRAD
TOTAL	7	2	0.000475511174512601	0.000118219557199262	0.00203739181857188	36	0	0.00191929808527167	42	2	4	4	0.00030236601406002	RUNX2 regulates chondrocyte maturation	RUNX2	CS_DS_Extend	PRAD
TOTAL	43	3	0.00292099721486312	0.000127336988660742	0.00203739181857188	278	0	0.0143490380660787	314	3	32	32	0.00241892811248016	RUNX2 regulates bone development	RUNX2;YAP1	CS_DS_Extend	PRAD
TOTAL	11	2	0.000747231845662659	0.000290297004108431	0.0038735056462027	57	0	0.00306173742174291	67	2	7	1	0.000529140524605034	RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	RUNX2	CS_DS_Extend	PRAD
TOTAL	147	4	0.00998573466476462	0.000322792137183558	0.0038735056462027	567	0	0.0314856281131472	689	4	84	84	0.00634968629526041	Transcriptional regulation by RUNX2	RUNX2;YAP1;RUNX2	CS_DS_Extend	PRAD
TOTAL	14	2	0.000951022349025202	0.000468259944795713	0.00468259944795713	6	0	0.000913951469176987	20	2	7	7	0.000529140524605034	RUNX2 regulates genes involved in cell migration	RUNX2	CS_DS_Extend	PRAD
TOTAL	83	3	0.0056382039263637	0.000861617645462109	0.00775455880915898	202	0	0.0128867157153955	282	3	32	32	0.00241892811248016	Regulation of RUNX2 expression and activity	RUNX2;RUNX2	CS_DS_Extend	PRAD
TOTAL	6	1	0.000407581006725087	0.0133628289494635	0.0838197359731757	11	0	0.000731161175341589	16	1	2	2	0.00015118300703001	AKT-mediated inactivation of FOXO1A	FOXO1	CS_DS_Extend	PRAD
TOTAL	9	1	0.00061137151008763	0.0199791476514916	0.0838197359731757	0	0	0.000411278161129644	9	1	3	3	0.000226774510545015	STAT5 Activation	STAT5B	CS_DS_Extend	PRAD
TOTAL	9	1	0.00061137151008763	0.0199791476514916	0.0838197359731757	0	0	0.000411278161129644	9	1	3	3	0.000226774510545015	Erythropoietin activates STAT5	STAT5B	CS_DS_Extend	PRAD
TOTAL	9	1	0.00061137151008763	0.0199791476514916	0.0838197359731757	11	0	0.000913951469176987	20	1	3	3	0.000226774510545015	RUNX3 regulates YAP1-mediated transcription	YAP1	CS_DS_Extend	PRAD
TOTAL	261	3	0.0177297737925413	0.020460846170172	0.0838197359731757	860	0	0.0492162866151807	1077	3	132	6	0.00997807846398065	Transcriptional regulation by RUNX1	RUNX2;YAP1	CS_DS_Extend	PRAD
TOTAL	10	1	0.000679301677875144	0.0221750109455189	0.0838197359731757	176	0	0.00845405108988713	185	1	4	2	0.00030236601406002	Binding of TCF/LEF:CTNNB1 to target gene promoters	TCF7	CS_DS_Extend	PRAD
TOTAL	10	1	0.000679301677875144	0.0221750109455189	0.0838197359731757	160	0	0.00758579719416899	166	1	5	1	0.000377957517575025	RUNX3 regulates WNT signaling	TCF7	CS_DS_Extend	PRAD
TOTAL	12	1	0.000815162013450173	0.0265524335430101	0.0838197359731757	1	0	0.000594068454965041	13	1	5	2	0.000377957517575025	Interleukin-21 signaling	STAT5B	CS_DS_Extend	PRAD
TOTAL	12	1	0.000815162013450173	0.0265524335430101	0.0838197359731757	38	0	0.00223918109948362	49	1	4	1	0.00030236601406002	AKT phosphorylates targets in the nucleus	FOXO1	CS_DS_Extend	PRAD
TOTAL	13	1	0.000883092181237688	0.0287340129145078	0.0838197359731757	127	0	0.00635196271078006	139	1	19	5	0.00143623856678509	Signaling by Leptin	STAT5B	CS_DS_Extend	PRAD
TOTAL	118	2	0.0080157597989267	0.0287820416543708	0.0838197359731757	415	0	0.0231686697436366	507	2	47	4	0.00355280066520523	Transcriptional regulation by RUNX3	TCF7;YAP1	CS_DS_Extend	PRAD
TOTAL	14	1	0.000951022349025202	0.0309108510124675	0.0838197359731757	34	0	0.00196499565873052	43	1	5	3	0.000377957517575025	Regulation of localization of FOXO transcription factors	FOXO1	CS_DS_Extend	PRAD
TOTAL	16	1	0.00108688268460023	0.0352503432993519	0.0838197359731757	259	0	0.0125668327011836	275	1	7	4	0.000529140524605034	Repression of WNT target genes	TCF7	CS_DS_Extend	PRAD
TOTAL	16	1	0.00108688268460023	0.0352503432993519	0.0838197359731757	183	0	0.00868253895718137	190	1	9	3	0.000680323531635044	Regulation of FOXO transcriptional activity by acetylation	FOXO1	CS_DS_Extend	PRAD
TOTAL	16	1	0.00108688268460023	0.0352503432993519	0.0838197359731757	132	0	0.00662614815153315	145	1	13	4	0.000982689545695064	Interleukin-9 signaling	STAT5B	CS_DS_Extend	PRAD
TOTAL	16	1	0.00108688268460023	0.0352503432993519	0.0838197359731757	358	0	0.0165882191655623	363	1	17	5	0.00128505555975508	Interleukin-15 signaling	STAT5B	CS_DS_Extend	PRAD
TOTAL	18	1	0.00122274302017526	0.0395709900236321	0.0838197359731757	47	0	0.00292464470136636	64	1	14	2	0.00105828104921007	Prolactin receptor signaling	STAT5B	CS_DS_Extend	PRAD
TOTAL	19	1	0.00129067318796277	0.0417242710923503	0.0838197359731757	82	0	0.00438696705204954	96	1	19	5	0.00143623856678509	Interleukin-2 signaling	STAT5B	CS_DS_Extend	PRAD
TOTAL	21	1	0.0014265335235378	0.0460167980513149	0.0838197359731757	102	0	0.00552940638852077	121	1	14	13	0.00105828104921007	STAT5 activation downstream of FLT3 ITD mutants	STAT5B	CS_DS_Extend	PRAD
TOTAL	22	1	0.00149446369132532	0.0481560636444984	0.0838197359731757	206	0	0.00987067586711146	216	1	30	7	0.00226774510545015	Signaling by Hippo	YAP1	CS_DS_Extend	PRAD
TOTAL	23	1	0.00156239385911283	0.050290677081978	0.0838197359731757	175	0	0.00891102682447562	195	1	15	12	0.00113387255272507	FOXO-mediated transcription of cell death genes	FOXO1	CS_DS_Extend	PRAD
TOTAL	26	1	0.00176618436247538	0.056666702373608	0.0838197359731757	167	0	0.00868253895718137	190	1	14	1	0.00105828104921007	Signaling by cytosolic FGFR1 fusion mutants	STAT5B	CS_DS_Extend	PRAD
TOTAL	27	1	0.00183411453026289	0.0587828050019223	0.0838197359731757	190	0	0.00982497829365261	215	1	22	18	0.00166301307733011	FOXO-mediated transcription of cell cycle genes	FOXO1	CS_DS_Extend	PRAD
TOTAL	28	1	0.0019020446980504	0.0608943042817227	0.0838197359731757	129	0	0.0070374263126628	154	1	11	4	0.000831506538665054	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	STAT5B	CS_DS_Extend	PRAD
TOTAL	29	1	0.00196997486583792	0.0630012099148106	0.0838197359731757	116	0	0.00635196271078006	139	1	28	5	0.00211656209842014	Growth hormone receptor signaling	STAT5B	CS_DS_Extend	PRAD
TOTAL	29	1	0.00196997486583792	0.0630012099148106	0.0838197359731757	187	0	0.00941370013252296	206	1	56	3	0.00423312419684028	Interleukin-20 family signaling	STAT5B	CS_DS_Extend	PRAD
TOTAL	30	1	0.00203790503362543	0.0651035315831955	0.0838197359731757	482	0	0.0228487867294247	500	1	24	13	0.00181419608436012	Signaling by FLT3 ITD and TKD mutants	STAT5B	CS_DS_Extend	PRAD
TOTAL	32	1	0.00217376536920046	0.0692944616551824	0.0838197359731757	212	0	0.0107846273362884	236	1	18	8	0.00136064706327009	Signaling by FLT3 fusion proteins	STAT5B	CS_DS_Extend	PRAD
TOTAL	32	1	0.00217376536920046	0.0692944616551824	0.0838197359731757	291	0	0.0143033404926198	313	1	18	1	0.00136064706327009	Constitutive Signaling by AKT1 E17K in Cancer	FOXO1	CS_DS_Extend	PRAD
TOTAL	35	1	0.00237755587256301	0.0755467179445923	0.0838197359731757	138	0	0.00776858748800439	170	1	12	3	0.000907098042180059	Regulation of gene expression in beta cells	FOXO1	CS_DS_Extend	PRAD
TOTAL	35	1	0.00237755587256301	0.0755467179445923	0.0838197359731757	168	0	0.00895672439793447	196	1	24	3	0.00181419608436012	Signaling by Erythropoietin	STAT5B	CS_DS_Extend	PRAD
TOTAL	36	1	0.00244548604035052	0.077621738043686	0.0838197359731757	150	0	0.00822556322259288	180	1	26	9	0.00196537909139013	Interleukin-7 signaling	STAT5B	CS_DS_Extend	PRAD
TOTAL	37	1	0.00251341620813803	0.079692241401323	0.0838197359731757	301	0	0.0148060138006672	324	1	16	1	0.00120946405624008	Downstream signal transduction	STAT5B	CS_DS_Extend	PRAD
TOTAL	39	1	0.00264927654371306	0.0838197359731757	0.0838197359731757	179	0	0.00982497829365261	215	1	26	2	0.00196537909139013	EGR2 and SOX10-mediated initiation of Schwann cell myelination	YAP1	CS_DS_Extend	PRAD
TOTAL	216	2	0.0146729162421031	0.0843006801679456	0.0843006801679456	153	0	0.0163140337248092	357	2	47	1	0.00355280066520523	Interleukin-4 and Interleukin-13 signaling	FOXO1;FOXO1	CS_DS_Extend	PRAD
TOTAL	43	1	0.00292099721486312	0.0920209420233302	0.0920209420233302	129	0	0.00772288991454554	169	1	26	4	0.00196537909139013	Signaling by KIT in disease	STAT5B	CS_DS_Extend	PRAD
TOTAL	44	1	0.00298892738265064	0.0940600938075186	0.0940600938075186	475	0	0.0228487867294247	500	1	14	3	0.00105828104921007	Deactivation of the beta-catenin transactivating complex	TCF7	CS_DS_Extend	PRAD
TOTAL	216	4	0.0146729162421031	0.000389374073428983	0.0136280925700144	153	0	0.0163140337248092	357	4	47	2	0.00355280066520523	Interleukin-4 and Interleukin-13 signaling	GATA3;SOX2;SOX2;GATA3	GalNAc_Olinked	PRAD
TOTAL	44	2	0.00298892738265064	0.00236011144150072	0.0271277401503425	475	0	0.0228487867294247	500	2	14	4	0.00105828104921007	Deactivation of the beta-catenin transactivating complex	SOX2;TCF7L1	GalNAc_Olinked	PRAD
TOTAL	45	2	0.00305685755043815	0.00246615819548568	0.0271277401503425	231	0	0.012429739980807	272	2	35	28	0.00264570262302517	Transcriptional regulation of pluripotent stem cells	SOX2;SOX2	GalNAc_Olinked	PRAD
TOTAL	10	1	0.000679301677875144	0.0161765120517782	0.0808825602588908	176	0	0.00845405108988713	185	1	4	4	0.00030236601406002	Binding of TCF/LEF:CTNNB1 to target gene promoters	TCF7L1	GalNAc_Olinked	PRAD
TOTAL	10	1	0.000679301677875144	0.0161765120517782	0.0808825602588908	14	0	0.00100534661609469	22	1	7	6	0.000529140524605034	POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	SOX2	GalNAc_Olinked	PRAD
TOTAL	10	1	0.000679301677875144	0.0161765120517782	0.0808825602588908	160	0	0.00758579719416899	166	1	5	3	0.000377957517575025	RUNX3 regulates WNT signaling	TCF7L1	GalNAc_Olinked	PRAD
TOTAL	647	4	0.0439508185585218	0.0195937033296171	0.0979685166480854	2096	0	0.116071836585477	2540	4	493	2	0.0372666112328974	Signaling by Interleukins	GATA3;SOX2;SOX2;GATA3	GalNAc_Olinked	PRAD
TOTAL	108	3	0.00733645812105156	0.000248600492929851	0.00745801478789554	446	0	0.0241740163597313	529	3	18	4	0.00136064706327009	Transcriptional regulation of white adipocyte differentiation	NR2F2;CEBPD;CEBPD	N_linked_branching	PRAD
TOTAL	71	3	0.00482304191291353	1.31260992436433e-05	0.000275648084116509	368	0	0.0195128638669287	427	3	27	18	0.00204097059490513	Transcriptional regulation of granulopoiesis	CEBPA;CEBPA	Dolichol	PRAD
TOTAL	108	2	0.00733645812105156	0.00232909670489434	0.0232909670489434	446	0	0.0241740163597313	529	2	18	5	0.00136064706327009	Transcriptional regulation of white adipocyte differentiation	CEBPA;CEBPA	Dolichol	PRAD
TOTAL	17	1	0.00115481285238775	0.011488301284336	0.075429918047808	66	0	0.00374720102362565	82	1	3	1	0.000226774510545015	Chylomicron remodeling	HBP1	Dolichol	PRAD
TOTAL	30	1	0.00203790503362543	0.0201931747856422	0.075429918047808	49	0	0.0035187131563314	77	1	12	3	0.000907098042180059	Assembly of active LPL and LIPC lipase complexes	HBP1	Dolichol	PRAD
TOTAL	54	1	0.00366822906052578	0.0360826601701754	0.075429918047808	135	0	0.00836265594296943	183	1	30	4	0.00226774510545015	Plasma lipoprotein remodeling	HBP1	Dolichol	PRAD
TOTAL	1263	3	0.0857958019156307	0.0478990860140519	0.075429918047808	3128	0	0.184755289494128	4043	3	556	23	0.0420288759543427	Developmental Biology	CEBPA;CEBPA	Dolichol	PRAD
TOTAL	79	1	0.00536648325521364	0.052387244096892	0.075429918047808	71	0	0.00662614815153315	145	1	28	1	0.00211656209842014	Retinoid metabolism and transport	HBP1	Dolichol	PRAD
TOTAL	94	1	0.00638543577202636	0.0620504337159776	0.075429918047808	164	0	0.0114700909381712	251	1	34	1	0.00257011111951017	Metabolism of fat-soluble vitamins	HBP1	Dolichol	PRAD
TOTAL	98	1	0.00665715644317641	0.0646122609286262	0.075429918047808	245	0	0.0149431065210437	327	1	84	4	0.00634968629526041	Plasma lipoprotein assembly, remodeling, and clearance	HBP1	Dolichol	PRAD
TOTAL	115	1	0.00781196929556416	0.075429918047808	0.075429918047808	13	0	0.00584928940273271	128	1	16	1	0.00120946405624008	Post-translational modification: synthesis of GPI-anchored proteins	HBP1	Dolichol	PRAD
TOTAL	66	3	0.00448339107397595	0.000575998316849402	0.0086892184763061	282	0	0.0154457798290911	338	3	40	33	0.0030236601406002	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	NR1H3;NR1H3	P1PK_BloodGroup	PRAD
TOTAL	174	4	0.0118198491950275	0.00084995707366764	0.0086892184763061	400	0	0.0256820362838733	562	4	41	4	0.0030992516441152	PPARA activates gene expression	NR1H3;RORA;GRHL1;GRHL1	P1PK_BloodGroup	PRAD
TOTAL	176	4	0.0119557095306025	0.000886636012329745	0.0086892184763061	433	0	0.02700726591418	591	4	44	4	0.00332602615466022	Regulation of lipid metabolism by PPARalpha	NR1H3;RORA;GRHL1;GRHL1	P1PK_BloodGroup	PRAD
TOTAL	85	3	0.00577406426193873	0.0011918899245057	0.0086892184763061	376	0	0.0206096056299411	451	3	60	53	0.0045354902109003	NR1H2 and NR1H3-mediated signaling	NR1H3;NR1H3	P1PK_BloodGroup	PRAD
TOTAL	86	3	0.00584199442972624	0.0012323904989695	0.0086892184763061	31	0	0.00507243065393228	111	3	2	2	0.00015118300703001	Nuclear Receptor transcription pathway	NR1H3;RORA	P1PK_BloodGroup	PRAD
TOTAL	21	2	0.0014265335235378	0.00124131692518659	0.0086892184763061	40	0	0.00274185440753096	60	2	18	14	0.00136064706327009	Transcriptional regulation of testis differentiation	SOX9;SOX9	P1PK_BloodGroup	PRAD
TOTAL	40	2	0.00271720671150058	0.00437435604301928	0.0262461362581157	648	0	0.0308458620847233	675	2	25	3	0.00188978758787512	SUMOylation of intracellular receptors	NR1H3;RORA	P1PK_BloodGroup	PRAD
TOTAL	10	1	0.000679301677875144	0.0241663720649498	0.0867931379074852	19	0	0.00132522963030663	29	1	2	2	0.00015118300703001	NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis 	NR1H3	P1PK_BloodGroup	PRAD
TOTAL	10	1	0.000679301677875144	0.0241663720649498	0.0867931379074852	39	0	0.00223918109948362	49	1	2	2	0.00015118300703001	NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake 	NR1H3	P1PK_BloodGroup	PRAD
TOTAL	10	1	0.000679301677875144	0.0241663720649498	0.0867931379074852	0	0	0.000456975734588493	10	1	2	2	0.00015118300703001	NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose	NR1H3	P1PK_BloodGroup	PRAD
TOTAL	104	2	0.0070647374499015	0.0268232671512215	0.0867931379074852	502	0	0.0265959877530503	582	2	59	12	0.00445989870738529	Circadian Clock	RORA;RORA	P1PK_BloodGroup	PRAD
TOTAL	12	1	0.000815162013450173	0.0289310459691617	0.0867931379074852	6	0	0.000822556322259288	18	1	4	1	0.00030236601406002	VLDLR internalisation and degradation	NR1H3	P1PK_BloodGroup	PRAD
TOTAL	114	2	0.00774403912777665	0.0317449609510975	0.0952348828532924	355	0	0.0204725129095645	448	2	40	5	0.0030236601406002	Oxidative Stress Induced Senescence	KDM6B;KDM6B	P1PK_BloodGroup	PRAD
TOTAL	15	1	0.00101895251681272	0.0360356747577083	0.0977807662447971	23	0	0.00159941507105973	35	1	6	6	0.000453549021090029	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	NR1H3	P1PK_BloodGroup	PRAD
TOTAL	17	1	0.00115481285238775	0.0407439912358584	0.0977807662447971	70	0	0.00397568889091989	87	1	8	8	0.000604732028120039	NR1H2 & NR1H3 regulate gene expression linked to lipogenesis	NR1H3	P1PK_BloodGroup	PRAD
